epoch,time,train/box_loss,train/pose_loss,train/kobj_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),metrics/precision(P),metrics/recall(P),metrics/mAP50(P),metrics/mAP50-95(P),val/box_loss,val/pose_loss,val/kobj_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
128,146.485,0.52842,0.00987,0.04913,0.35091,0.85132,0.9981,1,0.995,0.90757,0.9981,1,0.995,0.995,0.49892,0.006,0.01472,0.25776,0.78049,0.0007427,0.0007427,0.0007427
129,147.601,0.54821,0.00872,0.04557,0.3444,0.84753,0.99807,1,0.995,0.91872,0.99807,1,0.995,0.995,0.50989,0.00593,0.01582,0.26005,0.77902,0.0007328,0.0007328,0.0007328
130,148.743,0.54839,0.0089,0.03757,0.34189,0.85601,0.99809,1,0.995,0.90011,0.99809,1,0.995,0.995,0.52573,0.00598,0.01685,0.26391,0.7796,0.0007229,0.0007229,0.0007229
131,149.851,0.58708,0.01131,0.04771,0.36057,0.86041,0.99809,1,0.995,0.90011,0.99809,1,0.995,0.995,0.52573,0.00598,0.01685,0.26391,0.7796,0.000713,0.000713,0.000713
132,150.984,0.55732,0.00922,0.04287,0.34883,0.85295,0.99812,1,0.995,0.90182,0.99812,1,0.995,0.995,0.53461,0.00571,0.01801,0.27337,0.78175,0.0007031,0.0007031,0.0007031
133,152.083,0.57329,0.01021,0.03666,0.35816,0.85888,0.99815,1,0.995,0.89859,0.99815,1,0.995,0.995,0.52419,0.00585,0.01931,0.27932,0.77972,0.0006932,0.0006932,0.0006932
134,153.335,0.53685,0.01103,0.05134,0.34278,0.84158,0.99816,1,0.995,0.89227,0.99816,1,0.995,0.995,0.52286,0.00583,0.02025,0.27498,0.7794,0.0006833,0.0006833,0.0006833
135,154.451,0.58574,0.01492,0.05876,0.37121,0.86134,0.99816,1,0.995,0.89227,0.99816,1,0.995,0.995,0.52286,0.00583,0.02025,0.27498,0.7794,0.0006734,0.0006734,0.0006734
136,155.591,0.56337,0.01225,0.05223,0.3477,0.84186,0.99816,1,0.995,0.90825,0.99816,1,0.995,0.995,0.51427,0.00616,0.01935,0.26104,0.77883,0.0006635,0.0006635,0.0006635
137,156.702,0.55139,0.00933,0.06685,0.3463,0.86398,0.99816,1,0.995,0.89537,0.99816,1,0.995,0.995,0.50171,0.00626,0.01924,0.25885,0.77556,0.0006536,0.0006536,0.0006536
138,157.805,0.55851,0.00924,0.05135,0.36929,0.86262,0.99816,1,0.995,0.90596,0.99816,1,0.995,0.995,0.49972,0.0059,0.01977,0.24948,0.77702,0.0006437,0.0006437,0.0006437
139,158.873,0.54916,0.00995,0.06677,0.34112,0.8469,0.99816,1,0.995,0.90596,0.99816,1,0.995,0.995,0.49972,0.0059,0.01977,0.24948,0.77702,0.0006338,0.0006338,0.0006338
140,159.967,0.52824,0.00916,0.04044,0.33723,0.85435,0.99815,1,0.995,0.90304,0.99815,1,0.995,0.995,0.51485,0.00548,0.0197,0.24759,0.7804,0.0006239,0.0006239,0.0006239
141,161.07,0.54711,0.01063,0.06153,0.35111,0.85655,0.99814,1,0.995,0.90153,0.99814,1,0.995,0.995,0.49112,0.0052,0.01923,0.25186,0.77505,0.000614,0.000614,0.000614
142,162.196,0.55866,0.00835,0.04582,0.34841,0.86203,0.99815,1,0.995,0.89219,0.99815,1,0.995,0.995,0.48666,0.00526,0.01816,0.25647,0.77341,0.0006041,0.0006041,0.0006041
143,163.295,0.53576,0.00798,0.04867,0.32984,0.84711,0.99815,1,0.995,0.89219,0.99815,1,0.995,0.995,0.48666,0.00526,0.01816,0.25647,0.77341,0.0005942,0.0005942,0.0005942
144,164.421,0.51186,0.00827,0.04268,0.33247,0.85337,0.99812,1,0.995,0.90109,0.99812,1,0.995,0.995,0.49008,0.00539,0.01823,0.25564,0.77478,0.0005843,0.0005843,0.0005843
145,165.558,0.58151,0.0122,0.03729,0.36237,0.85583,0.99815,1,0.995,0.90788,0.99815,1,0.995,0.995,0.49243,0.00544,0.01762,0.26833,0.77447,0.0005744,0.0005744,0.0005744
146,166.681,0.55611,0.00905,0.03418,0.36017,0.85849,0.99814,1,0.995,0.90113,0.99814,1,0.995,0.995,0.49033,0.00524,0.01777,0.26932,0.77348,0.0005645,0.0005645,0.0005645
147,167.784,0.54727,0.01164,0.06213,0.36464,0.86649,0.99814,1,0.995,0.90113,0.99814,1,0.995,0.995,0.49033,0.00524,0.01777,0.26932,0.77348,0.0005546,0.0005546,0.0005546
148,168.906,0.54195,0.00702,0.04438,0.33818,0.85764,0.99815,1,0.995,0.90504,0.99815,1,0.995,0.995,0.48573,0.0048,0.01744,0.25576,0.7724,0.0005447,0.0005447,0.0005447
149,170.07,0.51731,0.00733,0.02609,0.33049,0.82926,0.99815,1,0.995,0.91971,0.99815,1,0.995,0.995,0.48333,0.00442,0.01662,0.25406,0.77196,0.0005348,0.0005348,0.0005348
150,171.207,0.55602,0.00836,0.04085,0.33613,0.84427,0.99816,1,0.995,0.92052,0.99816,1,0.995,0.995,0.48237,0.00434,0.01522,0.26039,0.77258,0.0005249,0.0005249,0.0005249
151,172.34,0.53539,0.00812,0.03622,0.32881,0.85108,0.99816,1,0.995,0.92052,0.99816,1,0.995,0.995,0.48237,0.00434,0.01522,0.26039,0.77258,0.000515,0.000515,0.000515
152,173.453,0.52329,0.00744,0.03271,0.32983,0.84179,0.99817,1,0.995,0.90317,0.99817,1,0.995,0.995,0.48091,0.00422,0.0146,0.26105,0.77116,0.0005051,0.0005051,0.0005051
153,174.563,0.51793,0.01022,0.05436,0.3268,0.84658,0.99818,1,0.995,0.91669,0.99818,1,0.995,0.995,0.483,0.004,0.01356,0.26218,0.77085,0.0004952,0.0004952,0.0004952
154,175.697,0.53282,0.00784,0.02809,0.34649,0.85128,0.99819,1,0.995,0.91516,0.99819,1,0.995,0.995,0.48325,0.00382,0.01314,0.26317,0.77144,0.0004853,0.0004853,0.0004853
155,176.858,0.52938,0.0082,0.03462,0.33566,0.84535,0.99819,1,0.995,0.91516,0.99819,1,0.995,0.995,0.48325,0.00382,0.01314,0.26317,0.77144,0.0004754,0.0004754,0.0004754
156,177.983,0.53282,0.00867,0.05973,0.3292,0.86112,0.99816,1,0.995,0.91872,0.99816,1,0.995,0.995,0.47794,0.00362,0.01346,0.25326,0.77031,0.0004655,0.0004655,0.0004655
157,179.149,0.52641,0.00734,0.04006,0.32627,0.84998,0.99814,1,0.995,0.9187,0.99814,1,0.995,0.995,0.47277,0.00348,0.0136,0.24614,0.77092,0.0004556,0.0004556,0.0004556
158,180.276,0.53567,0.0127,0.04039,0.32478,0.84577,0.99814,1,0.995,0.91653,0.99814,1,0.995,0.995,0.47444,0.00356,0.01398,0.23614,0.77173,0.0004457,0.0004457,0.0004457
159,181.377,0.50086,0.00718,0.03187,0.31671,0.84377,0.99814,1,0.995,0.91653,0.99814,1,0.995,0.995,0.47444,0.00356,0.01398,0.23614,0.77173,0.0004358,0.0004358,0.0004358
160,182.525,0.52974,0.00778,0.06101,0.32778,0.84025,1,1,0.995,0.91362,1,1,0.995,0.995,0.47609,0.00377,0.01412,0.23829,0.77094,0.0004259,0.0004259,0.0004259
161,183.702,0.5265,0.01011,0.05422,0.33234,0.8514,1,1,0.995,0.92382,1,1,0.995,0.995,0.46838,0.00371,0.01412,0.23627,0.77073,0.000416,0.000416,0.000416
162,184.82,0.51322,0.00962,0.0595,0.32712,0.8478,1,1,0.995,0.92614,1,1,0.995,0.995,0.45505,0.00371,0.01386,0.23467,0.77072,0.0004061,0.0004061,0.0004061
163,185.901,0.52379,0.00913,0.0273,0.33275,0.8414,1,1,0.995,0.92614,1,1,0.995,0.995,0.45505,0.00371,0.01386,0.23467,0.77072,0.0003962,0.0003962,0.0003962
164,187.034,0.53071,0.00803,0.05787,0.32378,0.85075,1,1,0.995,0.90546,1,1,0.995,0.995,0.45213,0.00382,0.01305,0.22988,0.77025,0.0003863,0.0003863,0.0003863
165,188.176,0.53196,0.00906,0.03354,0.32626,0.83891,0.99812,1,0.995,0.9074,0.99812,1,0.995,0.995,0.44993,0.004,0.01206,0.22996,0.76907,0.0003764,0.0003764,0.0003764
166,189.324,0.52767,0.01064,0.06222,0.33892,0.84949,0.99812,1,0.995,0.91171,0.99812,1,0.995,0.995,0.45352,0.00419,0.012,0.22893,0.7693,0.0003665,0.0003665,0.0003665
167,190.461,0.51066,0.00598,0.03786,0.32598,0.84918,0.99812,1,0.995,0.91171,0.99812,1,0.995,0.995,0.45352,0.00419,0.012,0.22893,0.7693,0.0003566,0.0003566,0.0003566
168,191.56,0.5011,0.00958,0.02835,0.32772,0.82408,0.99815,1,0.995,0.91393,0.99815,1,0.995,0.995,0.46585,0.00407,0.01245,0.23801,0.77079,0.0003467,0.0003467,0.0003467
169,192.663,0.50618,0.00667,0.02325,0.31181,0.82486,0.99815,1,0.995,0.9063,0.99815,1,0.995,0.995,0.47733,0.00402,0.01271,0.24039,0.77284,0.0003368,0.0003368,0.0003368
170,193.758,0.51621,0.00636,0.04087,0.31787,0.85174,0.99815,1,0.995,0.89806,0.99815,1,0.995,0.995,0.48479,0.004,0.01279,0.23598,0.77497,0.0003269,0.0003269,0.0003269
171,194.854,0.5049,0.00708,0.04877,0.30901,0.8435,0.99815,1,0.995,0.89806,0.99815,1,0.995,0.995,0.48479,0.004,0.01279,0.23598,0.77497,0.000317,0.000317,0.000317
172,195.977,0.51691,0.00789,0.03686,0.32335,0.8415,1,1,0.995,0.9074,1,1,0.995,0.995,0.48156,0.00392,0.01319,0.22967,0.77599,0.0003071,0.0003071,0.0003071
173,197.095,0.50959,0.00647,0.02923,0.31377,0.84373,1,1,0.995,0.91015,1,1,0.995,0.995,0.4734,0.00367,0.01321,0.23234,0.77589,0.0002972,0.0002972,0.0002972
174,198.212,0.47512,0.00891,0.03442,0.2955,0.83118,1,1,0.995,0.91768,1,1,0.995,0.995,0.46193,0.00349,0.01337,0.22908,0.77332,0.0002873,0.0002873,0.0002873
175,199.307,0.5051,0.00764,0.02879,0.30746,0.83282,1,1,0.995,0.91768,1,1,0.995,0.995,0.46193,0.00349,0.01337,0.22908,0.77332,0.0002774,0.0002774,0.0002774
176,200.448,0.52222,0.00619,0.03517,0.33016,0.8637,1,1,0.995,0.9231,1,1,0.995,0.995,0.46083,0.00343,0.01355,0.22928,0.7711,0.0002675,0.0002675,0.0002675
177,201.576,0.51582,0.00729,0.03786,0.32697,0.85283,0.99819,1,0.995,0.92359,0.99819,1,0.995,0.995,0.45919,0.00362,0.01312,0.22921,0.76933,0.0002576,0.0002576,0.0002576
178,202.718,0.49493,0.00896,0.04029,0.30622,0.84779,0.9982,1,0.995,0.91323,0.9982,1,0.995,0.995,0.45613,0.0037,0.01256,0.22498,0.76857,0.0002477,0.0002477,0.0002477
179,203.798,0.49852,0.00905,0.04573,0.30811,0.83703,0.9982,1,0.995,0.91323,0.9982,1,0.995,0.995,0.45613,0.0037,0.01256,0.22498,0.76857,0.0002378,0.0002378,0.0002378
180,204.969,0.50466,0.00877,0.04252,0.31312,0.85109,0.99819,1,0.995,0.9123,0.99819,1,0.995,0.995,0.46306,0.00378,0.01199,0.22699,0.76888,0.0002279,0.0002279,0.0002279
181,206.071,0.50433,0.01217,0.03168,0.31373,0.83145,0.99819,1,0.995,0.91839,0.99819,1,0.995,0.995,0.47724,0.00374,0.01177,0.23311,0.77007,0.000218,0.000218,0.000218
182,207.207,0.49897,0.00924,0.04114,0.31359,0.84707,0.99816,1,0.995,0.91888,0.99816,1,0.995,0.995,0.47838,0.0036,0.01162,0.23693,0.77104,0.0002081,0.0002081,0.0002081
183,208.319,0.49575,0.00744,0.03178,0.30818,0.83794,0.99816,1,0.995,0.91888,0.99816,1,0.995,0.995,0.47838,0.0036,0.01162,0.23693,0.77104,0.0001982,0.0001982,0.0001982
184,209.459,0.46662,0.00766,0.02932,0.28805,0.83731,0.99818,1,0.995,0.90672,0.99818,1,0.995,0.995,0.47752,0.00355,0.01176,0.23737,0.77185,0.0001883,0.0001883,0.0001883
185,210.598,0.48654,0.0065,0.03333,0.30429,0.83915,0.99818,1,0.995,0.91036,0.99818,1,0.995,0.995,0.475,0.00345,0.01192,0.23927,0.77165,0.0001784,0.0001784,0.0001784
186,211.743,0.47926,0.00647,0.03383,0.30141,0.85055,0.99818,1,0.995,0.91009,0.99818,1,0.995,0.995,0.47176,0.00331,0.01218,0.24033,0.77145,0.0001685,0.0001685,0.0001685
187,212.808,0.47286,0.00668,0.04263,0.30699,0.85191,0.99818,1,0.995,0.91009,0.99818,1,0.995,0.995,0.47176,0.00331,0.01218,0.24033,0.77145,0.0001586,0.0001586,0.0001586
188,213.938,0.49148,0.00768,0.03143,0.30762,0.84708,0.99818,1,0.995,0.90974,0.99818,1,0.995,0.995,0.46901,0.00323,0.01244,0.23955,0.77088,0.0001487,0.0001487,0.0001487
189,215.072,0.49012,0.00604,0.05653,0.30141,0.84311,1,1,0.995,0.91078,1,1,0.995,0.995,0.46609,0.00324,0.0126,0.24019,0.7698,0.0001388,0.0001388,0.0001388
190,216.211,0.48767,0.00786,0.04831,0.30426,0.83922,1,1,0.995,0.91755,1,1,0.995,0.995,0.46475,0.00334,0.01316,0.2337,0.77035,0.0001289,0.0001289,0.0001289
191,218.411,0.43081,0.00526,0.01305,0.25144,0.82022,1,1,0.995,0.91755,1,1,0.995,0.995,0.46475,0.00334,0.01316,0.2337,0.77035,0.000119,0.000119,0.000119
192,219.545,0.48124,0.01139,0.0323,0.32186,0.85482,0.99817,1,0.995,0.92085,0.99817,1,0.995,0.995,0.46482,0.00327,0.01288,0.22605,0.77066,0.0001091,0.0001091,0.0001091
193,220.617,0.48139,0.00947,0.02145,0.28334,0.82268,0.99817,1,0.995,0.91127,0.99817,1,0.995,0.995,0.46589,0.00324,0.01191,0.22263,0.77097,9.92e-05,9.92e-05,9.92e-05
194,221.644,0.42657,0.00574,0.01319,0.25353,0.823,0.99818,1,0.995,0.91319,0.99818,1,0.995,0.995,0.46693,0.00329,0.01105,0.22003,0.77054,8.93e-05,8.93e-05,8.93e-05
195,222.671,0.44506,0.0073,0.02143,0.25612,0.8127,0.99818,1,0.995,0.91319,0.99818,1,0.995,0.995,0.46693,0.00329,0.01105,0.22003,0.77054,7.94e-05,7.94e-05,7.94e-05
196,223.733,0.44873,0.00753,0.02504,0.25505,0.8331,0.99818,1,0.995,0.90648,0.99818,1,0.995,0.995,0.46959,0.00322,0.01045,0.21907,0.7706,6.95e-05,6.95e-05,6.95e-05
197,224.81,0.43362,0.0061,0.02416,0.25513,0.79613,0.99817,1,0.995,0.91875,0.99817,1,0.995,0.995,0.46762,0.00319,0.01029,0.2209,0.77023,5.96e-05,5.96e-05,5.96e-05
198,225.865,0.45105,0.0066,0.00996,0.26658,0.82405,0.99818,1,0.995,0.92344,0.99818,1,0.995,0.995,0.46672,0.00322,0.00975,0.22181,0.7697,4.97e-05,4.97e-05,4.97e-05
199,226.965,0.43603,0.005,0.01516,0.25435,0.81873,0.99818,1,0.995,0.92344,0.99818,1,0.995,0.995,0.46672,0.00322,0.00975,0.22181,0.7697,3.98e-05,3.98e-05,3.98e-05
200,228.205,0.4179,0.00581,0.01373,0.24435,0.80585,0.99819,1,0.995,0.92319,0.99819,1,0.995,0.995,0.46636,0.00324,0.00964,0.21775,0.76965,2.99e-05,2.99e-05,2.99e-05
