epoch,time,train/box_loss,train/pose_loss,train/kobj_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),metrics/precision(P),metrics/recall(P),metrics/mAP50(P),metrics/mAP50-95(P),val/box_loss,val/pose_loss,val/kobj_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
126,193.81,0.48249,0.07107,0.08003,0.40539,0.89398,0.99518,1,0.995,0.94377,0.99518,1,0.995,0.995,0.32895,0.02596,0.01147,0.24321,0.85423,0.000635544,0.000635544,0.000635544
127,195.409,0.45877,0.07576,0.09569,0.36772,0.89897,0.99509,1,0.995,0.91288,0.99509,1,0.995,0.995,0.42298,0.02809,0.01248,0.27855,0.86971,0.000627292,0.000627292,0.000627292
128,196.957,0.51366,0.09137,0.07821,0.39802,0.91976,0.99504,1,0.995,0.92258,0.99504,1,0.995,0.995,0.45025,0.02373,0.01403,0.28592,0.87439,0.00061904,0.00061904,0.00061904
129,198.512,0.51069,0.07181,0.05467,0.39384,0.89624,0.99501,1,0.995,0.91236,0.99501,1,0.995,0.995,0.4165,0.02055,0.01643,0.28878,0.86621,0.000610789,0.000610789,0.000610789
130,200.053,0.4675,0.04559,0.06724,0.4058,0.91638,0.99498,1,0.995,0.9614,0.99498,1,0.995,0.995,0.32303,0.01968,0.01898,0.26074,0.85151,0.000602537,0.000602537,0.000602537
131,201.595,0.46521,0.07255,0.05971,0.38289,0.88714,0.99497,1,0.995,0.98725,0.99497,1,0.995,0.995,0.27565,0.01486,0.01915,0.23181,0.8426,0.000594286,0.000594286,0.000594286
132,203.162,0.44735,0.06918,0.04779,0.3815,0.91429,0.99497,1,0.995,0.98736,0.99497,1,0.995,0.995,0.30382,0.01738,0.01798,0.23698,0.84565,0.000586034,0.000586034,0.000586034
133,204.676,0.45183,0.09426,0.05062,0.38383,0.90527,0.99506,1,0.995,0.94901,0.99506,1,0.995,0.995,0.34144,0.02368,0.018,0.23351,0.85515,0.000577782,0.000577782,0.000577782
134,206.2,0.43932,0.0975,0.05846,0.37669,0.90669,0.99505,1,0.995,0.93396,0.99505,1,0.995,0.995,0.34639,0.03169,0.01817,0.23989,0.85817,0.000569531,0.000569531,0.000569531
135,207.703,0.45545,0.03933,0.0429,0.37343,0.90242,0.99507,1,0.995,0.93396,0.99507,1,0.995,0.995,0.32559,0.0347,0.01624,0.22998,0.85385,0.000561279,0.000561279,0.000561279
136,209.226,0.48832,0.06429,0.04411,0.38415,0.90254,0.99501,1,0.995,0.98561,0.99501,1,0.995,0.995,0.29682,0.03552,0.01497,0.22646,0.84588,0.000553027,0.000553027,0.000553027
137,210.808,0.48246,0.05885,0.05211,0.39307,0.90759,0.99506,1,0.995,0.98575,0.99506,1,0.995,0.995,0.28847,0.03317,0.01419,0.21063,0.84443,0.000544776,0.000544776,0.000544776
138,212.348,0.43389,0.04613,0.08603,0.36351,0.91258,0.99512,1,0.995,0.96873,0.99512,1,0.995,0.995,0.2933,0.02883,0.01341,0.22388,0.84426,0.000536524,0.000536524,0.000536524
139,213.916,0.46545,0.0669,0.08538,0.38825,0.92822,0.9951,1,0.995,0.96946,0.9951,1,0.995,0.995,0.36425,0.01516,0.01352,0.23809,0.85561,0.000528272,0.000528272,0.000528272
140,215.447,0.43277,0.05893,0.05839,0.37371,0.84952,0.99514,1,0.995,0.97146,0.99514,1,0.995,0.995,0.3396,0.01599,0.0118,0.22591,0.85093,0.000520021,0.000520021,0.000520021
141,217.003,0.4053,0.04173,0.04196,0.34561,0.88478,0.99504,1,0.995,0.98812,0.99504,1,0.995,0.995,0.28452,0.01501,0.01084,0.20552,0.84192,0.000511769,0.000511769,0.000511769
142,218.56,0.42305,0.05106,0.06992,0.34838,0.89176,0.99502,1,0.995,0.9725,0.99502,1,0.995,0.995,0.27285,0.01346,0.01005,0.20615,0.84032,0.000503517,0.000503517,0.000503517
143,220.081,0.54952,0.05112,0.05909,0.4091,0.94607,1,1,0.995,0.9694,1,1,0.995,0.995,0.2953,0.01206,0.00964,0.21441,0.84463,0.000495266,0.000495266,0.000495266
144,221.614,0.45889,0.05128,0.0489,0.37696,0.91197,1,1,0.995,0.94797,1,1,0.995,0.995,0.33497,0.01164,0.00921,0.21881,0.85288,0.000487014,0.000487014,0.000487014
145,223.137,0.46782,0.04276,0.04035,0.38768,0.87701,1,1,0.995,0.933,1,1,0.995,0.995,0.3726,0.01263,0.00922,0.23979,0.8605,0.000478762,0.000478762,0.000478762
146,224.682,0.43622,0.04886,0.04887,0.36545,0.8809,0.99508,1,0.995,0.93752,0.99508,1,0.995,0.995,0.39899,0.01186,0.00931,0.23001,0.86131,0.000470511,0.000470511,0.000470511
147,226.256,0.44917,0.06245,0.06161,0.37576,0.90317,0.99508,1,0.995,0.93785,0.99508,1,0.995,0.995,0.33804,0.01177,0.01079,0.22936,0.85137,0.000462259,0.000462259,0.000462259
148,227.757,0.46172,0.04699,0.03492,0.36457,0.91287,0.99504,1,0.995,0.95592,0.99504,1,0.995,0.995,0.32618,0.01189,0.01131,0.23311,0.85029,0.000454007,0.000454007,0.000454007
149,229.254,0.48208,0.0416,0.07956,0.37993,0.92522,0.99513,1,0.995,0.97032,0.99513,1,0.995,0.995,0.33224,0.01015,0.01191,0.24013,0.85164,0.000445756,0.000445756,0.000445756
150,230.779,0.42277,0.04166,0.04451,0.35927,0.89431,0.99509,1,0.995,0.96839,0.99509,1,0.995,0.995,0.34271,0.00939,0.01275,0.23937,0.85342,0.000437504,0.000437504,0.000437504
151,232.291,0.37018,0.03799,0.05843,0.32348,0.86003,0.99518,1,0.995,0.93606,0.99518,1,0.995,0.995,0.36561,0.00909,0.01196,0.24089,0.85698,0.000429253,0.000429253,0.000429253
152,233.806,0.39891,0.03865,0.04528,0.33304,0.90636,1,1,0.995,0.91596,1,1,0.995,0.995,0.38362,0.00827,0.01057,0.24047,0.85941,0.000421001,0.000421001,0.000421001
153,235.337,0.41891,0.07066,0.06051,0.3518,0.85695,1,1,0.995,0.92315,1,1,0.995,0.995,0.3656,0.0081,0.01065,0.23139,0.85785,0.000412749,0.000412749,0.000412749
154,236.854,0.41834,0.03709,0.04136,0.3737,0.8864,1,1,0.995,0.95785,1,1,0.995,0.995,0.34087,0.00809,0.01126,0.21658,0.85719,0.000404498,0.000404498,0.000404498
155,238.437,0.41821,0.04801,0.04748,0.33701,0.87948,1,1,0.995,0.9616,1,1,0.995,0.995,0.35828,0.00946,0.01469,0.23635,0.8654,0.000396246,0.000396246,0.000396246
156,239.932,0.38751,0.04125,0.06204,0.33589,0.87025,1,1,0.995,0.94859,1,1,0.995,0.995,0.35689,0.01035,0.0157,0.24281,0.8664,0.000387994,0.000387994,0.000387994
157,241.471,0.41329,0.05473,0.04998,0.3531,0.86133,1,1,0.995,0.94541,1,1,0.995,0.995,0.36783,0.01115,0.01515,0.23472,0.86586,0.000379743,0.000379743,0.000379743
158,243.003,0.4249,0.05144,0.04972,0.3519,0.89913,1,1,0.995,0.94329,1,1,0.995,0.995,0.35827,0.0104,0.01515,0.22681,0.86088,0.000371491,0.000371491,0.000371491
159,244.515,0.3676,0.05426,0.047,0.32575,0.88134,1,1,0.995,0.95676,1,1,0.995,0.995,0.35549,0.00849,0.01427,0.23492,0.85606,0.000363239,0.000363239,0.000363239
160,246.018,0.4191,0.04746,0.0559,0.34911,0.87767,1,1,0.995,0.94474,1,1,0.995,0.995,0.34003,0.00889,0.01362,0.23395,0.85145,0.000354988,0.000354988,0.000354988
161,247.565,0.34376,0.036,0.04752,0.31089,0.85629,1,1,0.995,0.955,1,1,0.995,0.995,0.32731,0.01242,0.01276,0.23499,0.84901,0.000346736,0.000346736,0.000346736
162,249.095,0.39143,0.04951,0.06448,0.34028,0.88014,0.99511,1,0.995,0.9651,0.99511,1,0.995,0.995,0.3118,0.01463,0.01173,0.22535,0.8473,0.000338484,0.000338484,0.000338484
163,250.643,0.35098,0.0266,0.0354,0.29525,0.85132,0.99507,1,0.995,0.97896,0.99507,1,0.995,0.995,0.29606,0.01487,0.01221,0.20649,0.84339,0.000330233,0.000330233,0.000330233
164,252.207,0.38536,0.0431,0.02746,0.33434,0.8785,0.99513,1,0.995,0.96873,0.99513,1,0.995,0.995,0.29077,0.01241,0.01176,0.20891,0.84301,0.000321981,0.000321981,0.000321981
165,253.725,0.38772,0.04389,0.0305,0.31878,0.8606,0.9951,1,0.995,0.96404,0.9951,1,0.995,0.995,0.28718,0.01052,0.01248,0.21627,0.8427,0.000313729,0.000313729,0.000313729
166,255.232,0.38043,0.02622,0.05486,0.33368,0.88695,0.99516,1,0.995,0.95634,0.99516,1,0.995,0.995,0.29594,0.00845,0.01304,0.2235,0.84526,0.000305478,0.000305478,0.000305478
167,256.739,0.36997,0.03091,0.04124,0.31924,0.86735,0.99516,1,0.995,0.959,0.99516,1,0.995,0.995,0.30433,0.0075,0.01422,0.2375,0.84614,0.000297226,0.000297226,0.000297226
168,258.26,0.44429,0.05237,0.04456,0.37493,0.90138,0.9951,1,0.995,0.96725,0.9951,1,0.995,0.995,0.29395,0.00696,0.01465,0.22077,0.84451,0.000288974,0.000288974,0.000288974
169,259.784,0.41733,0.04574,0.05919,0.34088,0.90002,0.99514,1,0.995,0.97821,0.99514,1,0.995,0.995,0.28264,0.00628,0.01429,0.20941,0.84276,0.000280723,0.000280723,0.000280723
170,261.296,0.42925,0.05475,0.0968,0.35258,0.88903,0.99507,1,0.995,0.98554,0.99507,1,0.995,0.995,0.27534,0.00621,0.01406,0.20121,0.84149,0.000272471,0.000272471,0.000272471
171,262.841,0.42102,0.03468,0.03706,0.34612,0.89518,0.99508,1,0.995,0.98581,0.99508,1,0.995,0.995,0.27274,0.00588,0.01312,0.20604,0.84,0.00026422,0.00026422,0.00026422
172,264.364,0.37482,0.03597,0.06454,0.30313,0.88697,0.99506,1,0.995,0.98581,0.99506,1,0.995,0.995,0.28785,0.00558,0.01288,0.21204,0.8426,0.000255968,0.000255968,0.000255968
173,265.86,0.38048,0.03843,0.04833,0.35007,0.87594,0.99509,1,0.995,0.9525,0.99509,1,0.995,0.995,0.3007,0.00542,0.01289,0.21809,0.84469,0.000247716,0.000247716,0.000247716
174,267.36,0.33259,0.02349,0.05038,0.30411,0.87248,0.99509,1,0.995,0.9532,0.99509,1,0.995,0.995,0.3051,0.00528,0.01269,0.21071,0.84671,0.000239465,0.000239465,0.000239465
175,268.876,0.36956,0.03555,0.08057,0.315,0.87242,0.99509,1,0.995,0.94066,0.99509,1,0.995,0.995,0.30689,0.00516,0.01258,0.20407,0.84712,0.000231213,0.000231213,0.000231213
176,270.37,0.40155,0.04194,0.04081,0.33036,0.8756,0.99514,1,0.995,0.94329,0.99514,1,0.995,0.995,0.30701,0.00444,0.01173,0.19997,0.84676,0.000222961,0.000222961,0.000222961
177,271.91,0.34434,0.03055,0.0675,0.30423,0.85517,0.99513,1,0.995,0.972,0.99513,1,0.995,0.995,0.29938,0.00454,0.01195,0.19738,0.84576,0.00021471,0.00021471,0.00021471
178,273.436,0.37954,0.02869,0.03638,0.34226,0.86675,0.99515,1,0.995,0.98313,0.99515,1,0.995,0.995,0.30097,0.00464,0.01268,0.19651,0.84713,0.000206458,0.000206458,0.000206458
179,274.983,0.34346,0.03785,0.04802,0.32224,0.87073,0.9951,1,0.995,0.97264,0.9951,1,0.995,0.995,0.31229,0.00502,0.01274,0.20529,0.85,0.000198206,0.000198206,0.000198206
180,276.487,0.36607,0.05794,0.06682,0.31628,0.8624,0.99517,1,0.995,0.96864,0.99517,1,0.995,0.995,0.30849,0.00507,0.01241,0.20938,0.84931,0.000189955,0.000189955,0.000189955
181,278.016,0.35117,0.03061,0.03797,0.3061,0.85132,0.99514,1,0.995,0.9622,0.99514,1,0.995,0.995,0.30501,0.00541,0.01186,0.20372,0.84897,0.000181703,0.000181703,0.000181703
182,279.519,0.36748,0.03046,0.04979,0.32067,0.88614,0.9952,1,0.995,0.9655,0.9952,1,0.995,0.995,0.30629,0.00614,0.01181,0.20327,0.84873,0.000173451,0.000173451,0.000173451
183,281.036,0.36751,0.03984,0.04727,0.309,0.86037,0.99516,1,0.995,0.94992,0.99516,1,0.995,0.995,0.30489,0.00632,0.01147,0.20647,0.84794,0.0001652,0.0001652,0.0001652
184,282.54,0.34632,0.04177,0.04571,0.31218,0.85033,0.99512,1,0.995,0.94992,0.99512,1,0.995,0.995,0.30187,0.00634,0.01135,0.20879,0.84793,0.000156948,0.000156948,0.000156948
185,284.044,0.40329,0.05447,0.06048,0.33682,0.8863,0.99515,1,0.995,0.94918,0.99515,1,0.995,0.995,0.30021,0.00641,0.01205,0.21273,0.84644,0.000148696,0.000148696,0.000148696
186,285.614,0.31719,0.03297,0.03744,0.29964,0.8799,0.99513,1,0.995,0.95986,0.99513,1,0.995,0.995,0.30072,0.0063,0.0118,0.1991,0.8457,0.000140445,0.000140445,0.000140445
187,287.188,0.35046,0.02936,0.03153,0.30325,0.8467,1,1,0.995,0.97673,1,1,0.995,0.995,0.28858,0.00755,0.01158,0.20829,0.84353,0.000132193,0.000132193,0.000132193
188,288.722,0.32745,0.03077,0.03886,0.29832,0.86521,1,1,0.995,0.98395,1,1,0.995,0.995,0.28497,0.00815,0.01121,0.21069,0.84318,0.000123941,0.000123941,0.000123941
189,290.25,0.35297,0.04128,0.0968,0.29918,0.86641,1,1,0.995,0.98495,1,1,0.995,0.995,0.27813,0.00874,0.01118,0.19984,0.84281,0.00011569,0.00011569,0.00011569
190,291.757,0.36444,0.03878,0.04377,0.30642,0.88613,0.99515,1,0.995,0.9875,0.99515,1,0.995,0.995,0.27735,0.0082,0.01111,0.1986,0.8427,0.000107438,0.000107438,0.000107438
191,293.381,0.2422,0.03037,0.02915,0.23523,0.76901,1,1,0.995,0.98895,1,1,0.995,0.995,0.27879,0.00771,0.01166,0.19653,0.84232,9.91865e-05,9.91865e-05,9.91865e-05
192,294.8,0.24544,0.02725,0.02308,0.23754,0.84189,0.99517,1,0.995,0.995,0.99517,1,0.995,0.995,0.28209,0.00686,0.01245,0.20142,0.84265,9.09349e-05,9.09349e-05,9.09349e-05
193,296.229,0.24581,0.02241,0.02113,0.22622,0.79883,0.99512,1,0.995,0.9747,0.99512,1,0.995,0.995,0.28571,0.00687,0.01348,0.19802,0.84361,8.26832e-05,8.26832e-05,8.26832e-05
194,297.659,0.237,0.02086,0.0251,0.224,0.76938,0.99516,1,0.995,0.9859,0.99516,1,0.995,0.995,0.28499,0.00632,0.01369,0.20053,0.84259,7.44316e-05,7.44316e-05,7.44316e-05
195,299.135,0.22671,0.02617,0.0325,0.21998,0.80207,0.99509,1,0.995,0.96676,0.99509,1,0.995,0.995,0.27722,0.00743,0.0144,0.20191,0.84113,6.61799e-05,6.61799e-05,6.61799e-05
196,300.584,0.22718,0.02361,0.02324,0.22773,0.78694,0.99514,1,0.995,0.97715,0.99514,1,0.995,0.995,0.27057,0.00749,0.01461,0.1974,0.83972,5.79283e-05,5.79283e-05,5.79283e-05
197,302.011,0.23753,0.01666,0.02701,0.21626,0.77103,0.99514,1,0.995,0.97511,0.99514,1,0.995,0.995,0.26851,0.0075,0.01496,0.19332,0.83983,4.96766e-05,4.96766e-05,4.96766e-05
198,303.478,0.2309,0.02223,0.02886,0.21844,0.79034,0.99515,1,0.995,0.9766,0.99515,1,0.995,0.995,0.26871,0.00752,0.01513,0.19225,0.83999,4.1425e-05,4.1425e-05,4.1425e-05
199,305.029,0.24892,0.02268,0.02365,0.22479,0.77339,0.99516,1,0.995,0.97643,0.99516,1,0.995,0.995,0.2724,0.00728,0.01433,0.19019,0.84104,3.31733e-05,3.31733e-05,3.31733e-05
200,306.444,0.2333,0.01825,0.01954,0.21911,0.79527,0.99511,1,0.995,0.98555,0.99511,1,0.995,0.995,0.27483,0.00715,0.0144,0.19347,0.84147,2.49217e-05,2.49217e-05,2.49217e-05
