epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
45,844.357,0.54897,0.44289,0.86615,0.9955,1,0.995,0.87096,0.48592,0.36421,0.76146,0.0015644,0.0015644,0.0015644
46,863.025,0.59958,0.46167,0.87566,0.99568,1,0.995,0.91415,0.5224,0.34142,0.77514,0.0015545,0.0015545,0.0015545
47,880.623,0.5289,0.4336,0.8551,0.99599,1,0.995,0.89738,0.51544,0.34468,0.76391,0.0015446,0.0015446,0.0015446
48,898.844,0.56128,0.44619,0.86122,0.99573,1,0.995,0.8768,0.50146,0.32607,0.76196,0.0015347,0.0015347,0.0015347
49,917.57,0.56377,0.43632,0.87235,0.99562,1,0.995,0.8664,0.52836,0.34696,0.76697,0.0015248,0.0015248,0.0015248
50,935.875,0.58748,0.42809,0.86015,0.99571,1,0.995,0.89644,0.45374,0.31574,0.75807,0.0015149,0.0015149,0.0015149
51,953.971,0.52683,0.42297,0.85181,0.99549,1,0.995,0.88053,0.52458,0.31655,0.76192,0.001505,0.001505,0.001505
52,973.408,0.5928,0.44167,0.8684,0.99561,1,0.995,0.87795,0.57575,0.32461,0.77675,0.0014951,0.0014951,0.0014951
53,992.694,0.55595,0.4163,0.8703,0.99584,1,0.995,0.92017,0.45461,0.3111,0.75674,0.0014852,0.0014852,0.0014852
54,1012.11,0.55742,0.41637,0.86093,0.99588,1,0.995,0.89197,0.49309,0.31377,0.75972,0.0014753,0.0014753,0.0014753
55,1030.95,0.5472,0.42237,0.86406,0.99604,1,0.995,0.90108,0.47505,0.29973,0.75685,0.0014654,0.0014654,0.0014654
56,1049.5,0.53639,0.41561,0.8599,0.99589,1,0.995,0.89706,0.49155,0.31462,0.75837,0.0014555,0.0014555,0.0014555
57,1068.22,0.53773,0.40094,0.85338,0.99567,1,0.995,0.89109,0.5069,0.30324,0.76751,0.0014456,0.0014456,0.0014456
58,1087.19,0.58133,0.42359,0.8818,0.99536,1,0.995,0.9225,0.47199,0.3152,0.75825,0.0014357,0.0014357,0.0014357
59,1106.11,0.53763,0.38713,0.85054,0.99558,1,0.995,0.91327,0.50465,0.31803,0.76745,0.0014258,0.0014258,0.0014258
60,1124.82,0.55225,0.40231,0.86045,0.99503,1,0.995,0.88198,0.52339,0.31945,0.77468,0.0014159,0.0014159,0.0014159
61,1144.14,0.54325,0.40233,0.84574,0.99431,1,0.995,0.90254,0.46551,0.3089,0.75706,0.001406,0.001406,0.001406
62,1162.53,0.52844,0.39182,0.86791,0.98773,1,0.995,0.89082,0.49361,0.3103,0.76977,0.0013961,0.0013961,0.0013961
63,1181.6,0.56043,0.39873,0.8754,0.99283,1,0.995,0.91641,0.48909,0.32479,0.77348,0.0013862,0.0013862,0.0013862
64,1199.89,0.51178,0.39266,0.84963,0.99514,1,0.995,0.89431,0.52831,0.31507,0.77456,0.0013763,0.0013763,0.0013763
65,1218.12,0.53621,0.39038,0.84915,0.99511,1,0.995,0.89732,0.53984,0.27155,0.76757,0.0013664,0.0013664,0.0013664
66,1236.46,0.51622,0.3805,0.8389,0.99522,1,0.995,0.89379,0.48735,0.29347,0.75963,0.0013565,0.0013565,0.0013565
67,1255.44,0.52863,0.3833,0.85958,0.99542,1,0.995,0.90403,0.46465,0.29885,0.75186,0.0013466,0.0013466,0.0013466
68,1274.13,0.50341,0.37979,0.85296,0.99554,1,0.995,0.88214,0.48298,0.31575,0.77085,0.0013367,0.0013367,0.0013367
69,1293.59,0.47954,0.36209,0.83666,0.99575,1,0.995,0.89496,0.49982,0.30341,0.77683,0.0013268,0.0013268,0.0013268
70,1312.37,0.53493,0.37973,0.85757,0.99567,1,0.995,0.89519,0.51159,0.28309,0.76397,0.0013169,0.0013169,0.0013169
71,1330.71,0.51063,0.37353,0.83568,0.99569,1,0.995,0.898,0.47821,0.28457,0.75616,0.001307,0.001307,0.001307
72,1348.77,0.48151,0.36584,0.85377,0.99572,1,0.995,0.90425,0.48325,0.29132,0.76014,0.0012971,0.0012971,0.0012971
73,1366.96,0.48699,0.3521,0.85107,0.99567,1,0.995,0.89052,0.49398,0.26856,0.76242,0.0012872,0.0012872,0.0012872
74,1386.45,0.52228,0.37074,0.86609,0.99561,1,0.995,0.90098,0.46871,0.27504,0.75766,0.0012773,0.0012773,0.0012773
